# mock spectrum  center=2440000000Hz  rate=2400000Hz  bins=512
freq_hz,power_dbm
2438800000.000,-92.206
2438804696.673,-97.741
2438809393.346,-95.606
2438814090.020,-93.965
2438818786.693,-96.690
2438823483.366,-95.601
2438828180.039,-94.374
2438832876.712,-95.166
2438837573.386,-96.449
2438842270.059,-93.339
2438846966.732,-94.060
2438851663.405,-94.046
2438856360.078,-95.686
2438861056.751,-92.901
2438865753.425,-92.271
2438870450.098,-94.794
2438875146.771,-95.532
2438879843.444,-94.490
2438884540.117,-94.021
2438889236.791,-92.416
2438893933.464,-98.532
2438898630.137,-96.535
2438903326.810,-93.858
2438908023.483,-92.757
2438912720.157,-93.583
2438917416.830,-94.293
2438922113.503,-95.792
2438926810.176,-95.174
2438931506.849,-93.765
2438936203.523,-94.786
2438940900.196,-95.901
2438945596.869,-94.351
2438950293.542,-94.753
2438954990.215,-94.099
2438959686.888,-96.399
2438964383.562,-94.984
2438969080.235,-94.531
2438973776.908,-95.273
2438978473.581,-97.579
2438983170.254,-93.335
2438987866.928,-95.340
2438992563.601,-96.106
2438997260.274,-96.861
2439001956.947,-92.440
2439006653.620,-92.950
2439011350.294,-94.670
2439016046.967,-94.638
2439020743.640,-95.084
2439025440.313,-97.605
2439030136.986,-90.512
2439034833.659,-94.453
2439039530.333,-94.600
2439044227.006,-94.212
2439048923.679,-96.287
2439053620.352,-96.384
2439058317.025,-93.405
2439063013.699,-93.095
2439067710.372,-94.589
2439072407.045,-91.958
2439077103.718,-95.647
2439081800.391,-93.026
2439086497.065,-91.803
2439091193.738,-96.255
2439095890.411,-95.728
2439100587.084,-95.768
2439105283.757,-98.183
2439109980.431,-95.929
2439114677.104,-96.619
2439119373.777,-93.767
2439124070.450,-95.887
2439128767.123,-93.998
2439133463.796,-92.971
2439138160.470,-94.012
2439142857.143,-94.997
2439147553.816,-94.220
2439152250.489,-93.058
2439156947.162,-95.326
2439161643.836,-96.383
2439166340.509,-94.075
2439171037.182,-96.332
2439175733.855,-96.025
2439180430.528,-96.173
2439185127.202,-94.328
2439189823.875,-94.991
2439194520.548,-93.674
2439199217.221,-94.661
2439203913.894,-95.963
2439208610.568,-95.687
2439213307.241,-96.675
2439218003.914,-94.496
2439222700.587,-96.076
2439227397.260,-96.338
2439232093.933,-95.117
2439236790.607,-95.327
2439241487.280,-94.389
2439246183.953,-95.927
2439250880.626,-94.925
2439255577.299,-94.548
2439260273.973,-90.238
2439264970.646,-89.969
2439269667.319,-88.924
2439274363.992,-88.284
2439279060.665,-84.482
2439283757.339,-83.353
2439288454.012,-83.652
2439293150.685,-77.451
2439297847.358,-73.355
2439302544.031,-69.621
2439307240.705,-67.081
2439311937.378,-63.349
2439316634.051,-59.428
2439321330.724,-59.326
2439326027.397,-57.123
2439330724.070,-53.387
2439335420.744,-52.755
2439340117.417,-53.207
2439344814.090,-58.765
2439349510.763,-62.927
2439354207.436,-64.899
2439358904.110,-65.273
2439363600.783,-70.265
2439368297.456,-76.483
2439372994.129,-78.727
2439377690.802,-83.193
2439382387.476,-82.001
2439387084.149,-84.412
2439391780.822,-86.955
2439396477.495,-85.891
2439401174.168,-87.828
2439405870.841,-87.780
2439410567.515,-85.581
2439415264.188,-84.989
2439419960.861,-79.385
2439424657.534,-81.700
2439429354.207,-81.533
2439434050.881,-74.490
2439438747.554,-75.177
2439443444.227,-73.419
2439448140.900,-69.189
2439452837.573,-67.585
2439457534.247,-65.613
2439462230.920,-62.862
2439466927.593,-61.208
2439471624.266,-57.591
2439476320.939,-53.659
2439481017.613,-53.753
2439485714.286,-52.651
2439490410.959,-53.033
2439495107.632,-53.017
2439499804.305,-51.339
2439504500.978,-50.574
2439509197.652,-52.507
2439513894.325,-52.596
2439518590.998,-54.714
2439523287.671,-53.100
2439527984.344,-57.789
2439532681.018,-56.182
2439537377.691,-62.099
2439542074.364,-66.955
2439546771.037,-66.217
2439551467.710,-69.366
2439556164.384,-72.104
2439560861.057,-73.807
2439565557.730,-77.640
2439570254.403,-78.275
2439574951.076,-80.305
2439579647.750,-83.601
2439584344.423,-84.844
2439589041.096,-86.242
2439593737.769,-92.276
2439598434.442,-90.646
2439603131.115,-90.511
2439607827.789,-89.529
2439612524.462,-89.571
2439617221.135,-93.940
2439621917.808,-90.196
2439626614.481,-93.414
2439631311.155,-91.815
2439636007.828,-92.872
2439640704.501,-94.848
2439645401.174,-93.112
2439650097.847,-93.812
2439654794.521,-96.731
2439659491.194,-93.903
2439664187.867,-95.783
2439668884.540,-94.974
2439673581.213,-96.601
2439678277.886,-97.227
2439682974.560,-93.979
2439687671.233,-90.567
2439692367.906,-93.718
2439697064.579,-95.583
2439701761.252,-95.460
2439706457.926,-94.951
2439711154.599,-93.998
2439715851.272,-93.071
2439720547.945,-95.611
2439725244.618,-95.909
2439729941.292,-94.491
2439734637.965,-95.155
2439739334.638,-94.545
2439744031.311,-94.888
2439748727.984,-92.976
2439753424.658,-95.699
2439758121.331,-92.673
2439762818.004,-94.783
2439767514.677,-95.199
2439772211.350,-93.566
2439776908.023,-95.826
2439781604.697,-96.804
2439786301.370,-97.386
2439790998.043,-94.663
2439795694.716,-93.968
2439800391.389,-95.660
2439805088.063,-93.677
2439809784.736,-94.931
2439814481.409,-91.085
2439819178.082,-94.896
2439823874.755,-94.617
2439828571.429,-95.852
2439833268.102,-95.167
2439837964.775,-93.478
2439842661.448,-94.822
2439847358.121,-96.619
2439852054.795,-96.086
2439856751.468,-95.433
2439861448.141,-92.827
2439866144.814,-93.692
2439870841.487,-92.277
2439875538.160,-94.136
2439880234.834,-95.294
2439884931.507,-94.718
2439889628.180,-95.150
2439894324.853,-93.966
2439899021.526,-95.123
2439903718.200,-97.781
2439908414.873,-95.880
2439913111.546,-92.930
2439917808.219,-94.603
2439922504.892,-94.143
2439927201.566,-94.469
2439931898.239,-96.077
2439936594.912,-92.968
2439941291.585,-93.204
2439945988.258,-93.930
2439950684.932,-97.978
2439955381.605,-95.645
2439960078.278,-95.222
2439964774.951,-93.328
2439969471.624,-93.268
2439974168.297,-96.656
2439978864.971,-95.807
2439983561.644,-94.495
2439988258.317,-97.017
2439992954.990,-97.028
2439997651.663,-92.614
2440002348.337,-94.275
2440007045.010,-94.952
2440011741.683,-95.037
2440016438.356,-95.882
2440021135.029,-94.532
2440025831.703,-92.758
2440030528.376,-94.367
2440035225.049,-95.485
2440039921.722,-94.416
2440044618.395,-93.457
2440049315.068,-93.371
2440054011.742,-96.186
2440058708.415,-93.272
2440063405.088,-97.638
2440068101.761,-93.646
2440072798.434,-94.275
2440077495.108,-94.167
2440082191.781,-99.354
2440086888.454,-96.303
2440091585.127,-95.033
2440096281.800,-95.285
2440100978.474,-95.246
2440105675.147,-93.779
2440110371.820,-95.110
2440115068.493,-91.490
2440119765.166,-95.249
2440124461.840,-97.870
2440129158.513,-96.658
2440133855.186,-95.565
2440138551.859,-97.246
2440143248.532,-93.150
2440147945.205,-94.829
2440152641.879,-95.149
2440157338.552,-95.199
2440162035.225,-95.933
2440166731.898,-94.109
2440171428.571,-95.080
2440176125.245,-96.370
2440180821.918,-95.335
2440185518.591,-95.237
2440190215.264,-93.002
2440194911.937,-95.132
2440199608.611,-95.239
2440204305.284,-95.289
2440209001.957,-97.101
2440213698.630,-95.004
2440218395.303,-93.060
2440223091.977,-94.067
2440227788.650,-95.750
2440232485.323,-93.681
2440237181.996,-95.686
2440241878.669,-94.547
2440246575.342,-97.495
2440251272.016,-93.934
2440255968.689,-94.621
2440260665.362,-92.947
2440265362.035,-96.155
2440270058.708,-95.033
2440274755.382,-99.608
2440279452.055,-95.883
2440284148.728,-94.451
2440288845.401,-97.437
2440293542.074,-94.278
2440298238.748,-94.308
2440302935.421,-97.665
2440307632.094,-94.753
2440312328.767,-97.072
2440317025.440,-94.449
2440321722.114,-93.290
2440326418.787,-94.951
2440331115.460,-97.090
2440335812.133,-95.661
2440340508.806,-93.311
2440345205.479,-95.382
2440349902.153,-94.584
2440354598.826,-93.334
2440359295.499,-97.044
2440363992.172,-94.024
2440368688.845,-95.064
2440373385.519,-94.440
2440378082.192,-99.048
2440382778.865,-95.602
2440387475.538,-95.509
2440392172.211,-94.249
2440396868.885,-94.523
2440401565.558,-95.463
2440406262.231,-93.928
2440410958.904,-95.958
2440415655.577,-93.967
2440420352.250,-96.143
2440425048.924,-96.527
2440429745.597,-94.506
2440434442.270,-97.069
2440439138.943,-94.398
2440443835.616,-94.644
2440448532.290,-94.833
2440453228.963,-95.683
2440457925.636,-96.793
2440462622.309,-96.046
2440467318.982,-94.811
2440472015.656,-94.885
2440476712.329,-96.316
2440481409.002,-93.323
2440486105.675,-94.177
2440490802.348,-95.024
2440495499.022,-95.717
2440500195.695,-93.795
2440504892.368,-92.494
2440509589.041,-94.192
2440514285.714,-93.949
2440518982.387,-93.652
2440523679.061,-95.337
2440528375.734,-97.856
2440533072.407,-97.696
2440537769.080,-97.819
2440542465.753,-95.746
2440547162.427,-94.510
2440551859.100,-93.338
2440556555.773,-97.665
2440561252.446,-94.298
2440565949.119,-93.987
2440570645.793,-91.881
2440575342.466,-95.166
2440580039.139,-93.959
2440584735.812,-94.688
2440589432.485,-95.260
2440594129.159,-96.544
2440598825.832,-96.095
2440603522.505,-96.015
2440608219.178,-95.149
